escalador,variable,mean,std,min,max
StandardScaler,Has_Basement,1.2753331154668464e-16,1.0002137437237193,-6.011892975000232,0.16633695978261523
StandardScaler,Has_Pool,-1.6700790797780132e-17,1.000213743723719,-0.06551217820804184,15.264337522473747
StandardScaler,Has_2nd_Floor,-3.719721586778302e-17,1.0002137437237193,-0.8578490802643469,1.1657062098753423
MinMaxScaler,MS SubClass,0.22043740573152334,0.24992320122748718,0.0,1.0
MinMaxScaler,Lot Frontage,0.16570659173398897,0.0723287851754087,0.0,1.0
MinMaxScaler,Lot Area,0.0411157931995063,0.03617148786192304,0.0,0.9999999999999999
MinMaxScaler,Overall Qual,0.5649097815764481,0.1551814375933648,0.0,1.0
MinMaxScaler,Overall Cond,0.572008547008547,0.13926847272176815,0.0,1.0
MinMaxScaler,Year Built,0.7168772451381149,0.2191458988291335,0.0,1.0
MinMaxScaler,Year Remod/Add,0.5698361823361818,0.3458307039828247,0.0,1.0
MinMaxScaler,Mas Vnr Area,0.0626698717948718,0.10980859980752607,0.0,1.0
MinMaxScaler,BsmtFin SF 1,0.19578310971753596,0.19255503283326164,0.0,1.0
MinMaxScaler,BsmtFin SF 2,0.033040125012602076,0.11188232198465071,0.0,1.0
MinMaxScaler,Bsmt Unf SF,0.23530598729656949,0.18556612909839856,0.0,1.0
MinMaxScaler,Total Bsmt SF,0.3250082644187448,0.13007278477852097,0.0,1.0
MinMaxScaler,1st Flr SF,0.23535926367251667,0.10692293531407494,0.0,1.0
MinMaxScaler,2nd Flr SF,0.1788165468616596,0.22919920175075642,0.0,1.0
MinMaxScaler,Low Qual Fin SF,0.0038778838120943383,0.04118856493002694,0.0,1.0
MinMaxScaler,Gr Liv Area,0.3320553275372552,0.14087827489851637,0.0,1.0
MinMaxScaler,Bsmt Full Bath,0.14344729344729343,0.17513009157792575,0.0,1.0
MinMaxScaler,Bsmt Half Bath,0.03205128205128205,0.12508424496924894,0.0,1.0
MinMaxScaler,Full Bath,0.3901709401709402,0.1385488395557819,0.0,1.0
MinMaxScaler,Half Bath,0.18675213675213675,0.25102552910624065,0.0,1.0
MinMaxScaler,Bedroom AbvGr,0.4732193732193733,0.1373098983838458,0.0,1.0
MinMaxScaler,Kitchen AbvGr,0.34757834757834755,0.07019537320768428,0.0,1.0
MinMaxScaler,TotRms AbvGrd,0.40097125097125097,0.1420688806488191,0.0,1.0
MinMaxScaler,Fireplaces,0.14978632478632478,0.16231661558481753,0.0,1.0
MinMaxScaler,Garage Yr Blt,0.7538182831661095,0.19185942619327806,0.0,1.0
MinMaxScaler,Garage Cars,0.43963675213675213,0.1871356414083106,0.0,1.0
MinMaxScaler,Garage Area,0.31754980011028405,0.14274736112466122,0.0,1.0
MinMaxScaler,Wood Deck SF,0.06691155286660905,0.0895374694689746,0.0,1.0
MinMaxScaler,Open Porch SF,0.06247955398898795,0.08971776324317611,0.0,1.0
MinMaxScaler,Enclosed Porch,0.02367403128272693,0.06558983649020257,0.0,0.9999999999999999
MinMaxScaler,3Ssn Porch,0.005439464297732015,0.05102907835577477,0.0,1.0
MinMaxScaler,Screen Porch,0.027293298907882242,0.09655120193695155,0.0,1.0
MinMaxScaler,Pool Area,0.0028365384615384615,0.04568106927593802,0.0,1.0
MinMaxScaler,Misc Val,0.0032212848083815826,0.03367153431564407,0.0,1.0
MinMaxScaler,Mo Sold,0.4744755244755245,0.24482918059007197,0.0,0.9999999999999999
MinMaxScaler,Yr Sold,0.44540598290598293,0.32878058239838753,0.0,1.0
MinMaxScaler,Month_Sold,0.4744755244755245,0.24482918059007197,0.0,0.9999999999999999
MinMaxScaler,Age_At_Sale,0.2709747360482655,0.22270506284771413,0.0,1.0
MinMaxScaler,Years_Since_Remod,0.39319800569800567,0.3457886125753375,0.0,1.0
MinMaxScaler,Total_SF,0.3602552181072036,0.12425882688947555,0.0,0.9999999999999999
MinMaxScaler,Total_Bathrooms_Equivalent,0.20163817663817662,0.13565186710394173,0.0,0.9999999999999999
MinMaxScaler,Total_Porch_SF,0.12927260395659274,0.11254222803260797,0.0,1.0
MinMaxScaler,Has_Garage,0.9474358974358974,0.22320933966490936,0.0,1.0
MinMaxScaler,Has_Basement,0.9730769230769231,0.16189325329130452,0.0,1.0
MinMaxScaler,Has_Pool,0.004273504273504274,0.0652461546103244,0.0,1.0
MinMaxScaler,Has_2nd_Floor,0.4239316239316239,0.49428535439457794,0.0,1.0
